fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	ganancia	ganancia_prom	iteracion
20221002 212245	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	39	TRUE	637597	0.285257612803435	0.217912154207458	7992	16	9161	26080000	25728000	303
20221002 212321	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	112	TRUE	807299	0.159517401938677	0.996695211922331	7987	888	8407	26150000	26150000	304
20221002 212354	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	104	TRUE	962041	0.159517401938677	0.996695211922331	7987	888	8407	26470000	26310000	305
20221002 212428	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	96	TRUE	705689	0.159517401938677	0.996695211922331	7987	888	8407	26790000	26470000	306
20221002 212509	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	140	TRUE	909463	0.159517401938677	0.996695211922331	7987	888	8407	26870000	26570000	307
20221002 212542	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	93	TRUE	637597	0.159517401938677	0.996695211922331	7987	888	8407	26390000	26534000	308
20221002 212617	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	58	TRUE	807299	0.089804744745386	0.984574179530628	6224	1024	9423	25880000	25880000	309
20221002 212656	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	100	TRUE	962041	0.089804744745386	0.984574179530628	6224	1024	9423	25960000	25920000	310
20221002 212756	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	209	TRUE	705689	0.089804744745386	0.984574179530628	6224	1024	9423	27160000	26333333.3333333	311
20221002 212830	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	68	TRUE	909463	0.089804744745386	0.984574179530628	6224	1024	9423	25880000	26220000	312
20221002 212916	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	129	TRUE	637597	0.089804744745386	0.984574179530628	6224	1024	9423	26760000	26328000	313
20221002 212948	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	74	TRUE	807299	0.19985257727975	0.993350755727805	7998	613	9272	26100000	26100000	314
20221002 213033	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	176	TRUE	962041	0.19985257727975	0.993350755727805	7998	613	9272	25940000	26020000	315
20221002 213059	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	64	TRUE	705689	0.19985257727975	0.993350755727805	7998	613	9272	25940000	25993333.3333333	316
20221002 213125	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	78	TRUE	909463	0.19985257727975	0.993350755727805	7998	613	9272	26020000	2.6e+07	317
20221002 213155	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	91	TRUE	637597	0.19985257727975	0.993350755727805	7998	613	9272	25540000	25908000	318
20221002 213233	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	54	TRUE	807299	0.147952087378564	0.570511056972922	5611	1024	7963	25840000	25840000	319
20221002 213321	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	110	TRUE	962041	0.147952087378564	0.570511056972922	5611	1024	7963	26160000	2.6e+07	320
20221002 213408	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	109	TRUE	705689	0.147952087378564	0.570511056972922	5611	1024	7963	26240000	26080000	321
20221002 213456	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	110	TRUE	909463	0.147952087378564	0.570511056972922	5611	1024	7963	26080000	26080000	322
20221002 213530	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	51	TRUE	637597	0.147952087378564	0.570511056972922	5611	1024	7963	2.6e+07	26064000	323
20221002 213648	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	289	TRUE	807299	0.0704726362997687	0.999953533111356	7996	702	10827	26110000	26110000	324
20221002 213722	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	67	TRUE	962041	0.0704726362997687	0.999953533111356	7996	702	10827	25390000	25750000	325
20221002 213813	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	162	TRUE	705689	0.0704726362997687	0.999953533111356	7996	702	10827	26190000	25896666.6666667	326
20221002 213929	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	318	TRUE	909463	0.0704726362997687	0.999953533111356	7996	702	10827	26830000	26130000	327
20221002 214031	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	230	TRUE	637597	0.0704726362997687	0.999953533111356	7996	702	10827	26910000	26286000	328
20221002 214104	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	68	TRUE	807299	0.136718870813635	0.813948799602443	7828	743	9349	26430000	26430000	329
20221002 214130	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	57	TRUE	962041	0.136718870813635	0.813948799602443	7828	743	9349	26430000	26430000	330
20221002 214209	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	133	TRUE	705689	0.136718870813635	0.813948799602443	7828	743	9349	26830000	26563333.3333333	331
20221002 214247	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	118	TRUE	909463	0.136718870813635	0.813948799602443	7828	743	9349	26590000	26570000	332
20221002 214322	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	94	TRUE	637597	0.136718870813635	0.813948799602443	7828	743	9349	26350000	26526000	333
20221002 214405	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	137	TRUE	807299	0.179954144512356	0.263994723538527	5814	16	9086	25910000	25910000	334
20221002 214427	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	52	TRUE	962041	0.179954144512356	0.263994723538527	5814	16	9086	26790000	26350000	335
20221002 214450	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	59	TRUE	705689	0.179954144512356	0.263994723538527	5814	16	9086	25670000	26123333.3333333	336
20221002 214526	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	131	TRUE	909463	0.179954144512356	0.263994723538527	5814	16	9086	26630000	26250000	337
20221002 214558	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	103	TRUE	637597	0.179954144512356	0.263994723538527	5814	16	9086	26310000	26262000	338
20221002 214703	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	117	TRUE	807299	0.0346494954578633	0.219893710002764	3636	424	8285	26310000	26310000	339
20221002 214854	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	373	TRUE	962041	0.0346494954578633	0.219893710002764	3636	424	8285	26150000	26230000	340
20221002 214956	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	100	TRUE	705689	0.0346494954578633	0.219893710002764	3636	424	8285	26630000	26363333.3333333	341
20221002 215217	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	370	TRUE	909463	0.0346494954578633	0.219893710002764	3636	424	8285	26710000	26450000	342
20221002 215334	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	170	TRUE	637597	0.0346494954578633	0.219893710002764	3636	424	8285	27110000	26582000	343
20221002 220434	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	2270	TRUE	807299	0.00501105693643625	0.983575876525239	7997	596	9184	26200000	26200000	344
20221002 221246	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1656	TRUE	962041	0.00501105693643625	0.983575876525239	7997	596	9184	25880000	26040000	345
20221002 222047	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1462	TRUE	705689	0.00501105693643625	0.983575876525239	7997	596	9184	26600000	26226666.6666667	346
20221002 223133	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	2264	TRUE	909463	0.00501105693643625	0.983575876525239	7997	596	9184	25800000	26120000	347
